Time(Hours);EntityID;ObjectName;ProcessID;StepName;Action
0.267538888888888;Orden1.102;Model;32.Embotellado;[Assign] Assign10;Unable to get value of property 'Assign.NewValue'.
0.267538888888888;Orden1.102;Model;32.Embotellado;[Assign] Assign10;Referenced definition type 'Botella' does not match executing type 'Orden'

